title,sjr,quartile
Acta Oto-Laryngologica,0.449,Q2
Annals of Transplantation,0.449,Q2
Autex Research Journal,0.449,Q2
British Journal of Guidance and Counselling,0.449,Q2
Criminal Behaviour and Mental Health,0.449,Q3
Critical Care Science,0.449,Q2
Discover Computing,0.449,Q2
European Journal of Anaesthesiology and Intensive Care,0.449,Q2
Geburtshilfe und Frauenheilkunde,0.449,Q2
GeroPsych: The Journal of Gerontopsychology and Geriatric Psychiatry,0.449,Q3
Heritage,0.449,Q1
IET Information Security,0.449,Q2
Interdisciplinary Mathematical Sciences,0.449,Q2
International Journal of Legal Discourse,0.449,Q1
International Journal of Peptide Research and Therapeutics,0.449,Q3
International Journal of Thermophysics,0.449,Q2
International Journal of Translational Medicine,0.449,Q3
JACCP Journal of the American College of Clinical Pharmacy,0.449,Q1
Journal of Ambient Intelligence and Smart Environments,0.449,Q3
Journal of Chemical and Engineering Data,0.449,Q2
Levant,0.449,Q1
Library Management,0.449,Q2
Mental Health Review Journal,0.449,Q3
Raumforschung und Raumordnung,0.449,Q2
Results in Optics,0.449,Q2
Revista Paulista de Pediatria,0.449,Q2
Thoracic and Cardiovascular Surgeon,0.449,Q2
Topology and its Applications,0.449,Q2
Tourism and Hospitality,0.449,Q2
Anadolu Psikiyatri Dergisi,0.448,Q3
Anatomical Science International,0.448,Q2
Arquivos de Neuro-Psiquiatria,0.448,Q3
Canadian Journal of Urology,0.448,Q3
Celestial Mechanics and Dynamical Astronomy,0.448,Q2
Cogent Food and Agriculture,0.448,Q2
Danish Medical Journal,0.448,Q3
Education Research International,0.448,Q2
European Journal of Hospital Pharmacy,0.448,Q2
Insectes Sociaux,0.448,Q2
Journal of Agricultural Science,0.448,Q2
Journal of Building Pathology and Rehabilitation,0.448,Q2
Journal of EMDR Practice and Research,0.448,Q3
Journal of Invasive Cardiology,0.448,Q3
Journal of Peace Education,0.448,Q2
Journal of Turkish Science Education,0.448,Q2
Manufacturing Review,0.448,Q2
Materials and Corrosion,0.448,Q2
Mental Illness,0.448,Q3
Organization Management Journal,0.448,Q2
Polar Record,0.448,Q2
Revista INVI,0.448,Q1
Social and Environmental Accountability Journal,0.448,Q3
Tropical Ecology,0.448,Q2
Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften,0.448,Q2
Annals of Geophysics,0.447,Q2
Annals of Indian Academy of Neurology,0.447,Q3
Asia-Pacific Journal of Accounting and Economics,0.447,Q3
Avian Diseases,0.447,Q2
Central European Journal of Immunology,0.447,Q3
Ethiopian journal of health sciences,0.447,Q3
European Physical Journal: Special Topics,0.447,Q2
European Review of International Studies,0.447,Q2
Evidence-Based Dentistry,0.447,Q2
International Journal of Surgical Oncology,0.447,Q2
International Journal of Surgical Pathology,0.447,Q2
Journal of Real Estate Research,0.447,Q2
Journal of Ultrasonography,0.447,Q3
MRS Communications,0.447,Q3
Metroeconomica,0.447,Q3
Belitung Nursing Journal,0.446,Q2
Clinical Nutrition Open Science,0.446,Q3
Economics of Transition and Institutional Change,0.446,Q2
International Journal of Africa Nursing Sciences,0.446,Q2
Journal of Applied Animal Welfare Science,0.446,Q2
Journal of Computer Science and Technology,0.446,Q3
"Journal of Entrepreneurship, Management and Innovation",0.446,Q2
Journal of Islamic Studies,0.446,Q1
Journal of Motor Learning and Development,0.446,Q3
Journal of Social Work in End-of-Life and Palliative Care,0.446,Q2
Journal of Visceral Surgery,0.446,Q2
Libyan Journal of Medicine,0.446,Q3
Logical Methods in Computer Science,0.446,Q2
Solid State Communications,0.446,Q2
South African Medical Journal,0.446,Q3
Turk Patoloji Dergisi,0.446,Q3
Aeronautical Journal,0.445,Q2
Annales de la Societe Entomologique de France,0.445,Q2
Business and Professional Communication Quarterly,0.445,Q1
CCF Transactions on Pervasive Computing and Interaction,0.445,Q2
International Journal of Microsimulation,0.445,Q2
International Review of Environmental and Resource Economics,0.445,Q3
International Symposium on Empirical Software Engineering and Measurement,0.445,-
Journal of Carcinogenesis,0.445,Q3
Journal of Osteopathic Medicine,0.445,Q2
Journal of Pediatric Endocrinology and Metabolism,0.445,Q2
Journal of Science in Sport and Exercise,0.445,Q2
Journal of Tropical Meteorology,0.445,Q3
Vietnam Journal of Mathematics,0.445,Q2
Boston University Law Review,0.444,Q1
Composite Interfaces,0.444,Q2
ERA Forum,0.444,Q1
Genetics and Molecular Biology,0.444,Q3
Heat Transfer Engineering,0.444,Q2
Journal of Computational Neuroscience,0.444,Q3
"Journal of Economics, Finance and Administrative Science",0.444,Q2
"Journal of Mental Health Training, Education and Practice",0.444,Q2
Mathematica Slovaca,0.444,Q2
Philosophy and Social Criticism,0.444,Q1
"Proceedings of the International Conference on Application-Specific Systems, Architectures and Processors",0.444,-
Rheumatology and Autoimmunity,0.444,Q3
Spanish Journal of Soil Science,0.444,Q2
Trends in Psychology,0.444,Q3
Upstream Oil and Gas Technology,0.444,Q2
Wind Engineering,0.444,Q2
World of Media,0.444,Q1
Agricultural Economics (Czech Republic),0.443,Q2
American Journal of Sexuality Education,0.443,Q2
Anuario de Psicologia Juridica,0.443,Q1
Behavioral Science and Policy,0.443,Q2
Contemporary Economics,0.443,Q2
Evidence-based HRM,0.443,Q2
Herpetozoa,0.443,Q2
History and Technology,0.443,Q1
International Journal of Cloud Applications and Computing,0.443,Q2
International Journal of Wireless Information Networks,0.443,Q2
Jilin Daxue Xuebao (Diqiu Kexue Ban)/Journal of Jilin University (Earth Science Edition),0.443,Q2
Journal of Audiology and Otology,0.443,Q2
Journal of Biosystems Engineering,0.443,Q2
Journal of Low Power Electronics and Applications,0.443,Q2
Journal of Teaching and Learning,0.443,Q2
Journal of Wildlife Diseases,0.443,Q2
Mathematical Biosciences and Engineering,0.443,Q2
New York Journal of Mathematics,0.443,Q2
Physical Geography,0.443,Q2
Physical Therapy Reviews,0.443,Q2
Physics and Chemistry of Minerals,0.443,Q3
Proceedings - Symposium on Computer Arithmetic,0.443,-
Publicacion Electronica de la Asociacion Paleontologica Argentina,0.443,Q2
Revista da Escola de Enfermagem da USP,0.443,Q2
Russian Entomological Journal,0.443,Q2
Separation Science and Technology,0.443,Q2
Special Paper of the Geological Society of America,0.443,Q2
Tzu Chi Medical Journal,0.443,Q3
Urban Water Journal,0.443,Q2
3D Printing in Medicine,0.442,Q3
Asia Europe Journal,0.442,Q2
Canadian Public Administration,0.442,Q2
Chemie-Ingenieur-Technik,0.442,Q2
Ethnopolitics,0.442,Q1
Integers,0.442,Q2
International Journal of Ambient Energy,0.442,Q2
International Journal of Organization Theory and Behavior,0.442,Q2
International Journal of Renewable Energy Development,0.442,Q2
Irish Journal of Agricultural and Food Research,0.442,Q2
Journal of Ethnicity in Substance Abuse,0.442,Q2
Journal of Logical and Algebraic Methods in Programming,0.442,Q2
Journal of Media Ethics: Exploring Questions of Media Morality,0.442,Q1
Journal of Medical Biochemistry,0.442,Q3
Latin American Research Review,0.442,Q1
Medicine and Pharmacy Reports,0.442,Q3
Migration and Society,0.442,Q1
OIE Revue Scientifique et Technique,0.442,Q2
Photogrammetric Engineering and Remote Sensing,0.442,Q2
Proceedings - Electronic Components and Technology Conference,0.442,-
Prosthetics and Orthotics International,0.442,Q2
Science and Technology for Energy Transition (STET),0.442,Q2
Seminars in Arthroplasty JSES,0.442,Q2
Seminars in Dialysis,0.442,Q3
Soil and Sediment Contamination,0.442,Q2
"Tapuya: Latin American Science, Technology and Society",0.442,Q1
"Thoracic and Cardiovascular Surgeon, Supplement",0.442,Q2
Transportation Infrastructure Geotechnology,0.442,Q2
Advances in Civil Engineering,0.441,Q2
American Museum Novitates,0.441,Q1
Current Pharmacology Reports,0.441,Q3
Electronic News,0.441,Q2
First Monday,0.441,Q1
"Journal of Agricultural, Biological, and Environmental Statistics",0.441,Q2
Journal of Asian Architecture and Building Engineering,0.441,Q1
Journal of Engineering Sciences (Ukraine),0.441,Q2
Journal of Petroleum Geology,0.441,Q2
Journal of Physiological Investigation,0.441,Q3
LingVaria,0.441,Q1
MCN The American Journal of Maternal/Child Nursing,0.441,Q1
Measurement and Control (United Kingdom),0.441,Q2
Missouri Medicine,0.441,Q3
Motor Control,0.441,Q2
Mycotoxin Research,0.441,Q3
Proceedings of the IEEE Conference on Decision and Control,0.441,-
Teaching Sociology,0.441,Q2
Tejuelo. Didactica de la Lengua y la Literatura. Educacion,0.441,Q1
Western Pacific Surveillance and Response Journal : WPSAR,0.441,Q2
iRADIOLOGY,0.441,Q3
Acta Biochimica Polonica,0.440,Q3
Actas Urologicas Espanolas,0.440,Q3
Animal - Open space,0.440,Q2
Annals of Dermatology,0.440,Q3
Australasian Journal of Combinatorics,0.440,Q2
Baltic Journal of Health and Physical Activity,0.440,Q2
"Canadian Journal of Science, Mathematics and Technology Education",0.440,Q2
Ceramics,0.440,Q2
Conservation,0.440,Q2
Development Engineering,0.440,Q2
Disputatio,0.440,Q1
European Law Journal,0.440,Q1
GAIA - Ecological Perspectives for Science and Society,0.440,Q2
Indian Journal of Dermatology,0.440,Q3
International Journal of Automation and Control,0.440,Q2
International Journal of Crashworthiness,0.440,Q2
Journal of Disability and Religion,0.440,Q1
Journal of Herbal Medicine,0.440,Q2
Molecular and Cellular Oncology,0.440,Q3
Polimery w medycynie,0.440,Q3
"Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science",0.440,Q2
Quaestiones Mathematicae,0.440,Q2
South Asian Journal of Human Resources Management,0.440,Q3
Turkish Journal of Pharmaceutical Sciences,0.440,Q2
Asia-Pacific Journal of Public Health,0.439,Q3
Chemical Physics,0.439,Q2
Communication Disorders Quarterly,0.439,Q1
Computational and Theoretical Chemistry,0.439,Q2
Curved and Layered Structures,0.439,Q1
Electroanalysis,0.439,Q3
Frontiers in Engineering and Built Environment,0.439,Q2
Frontiers in Food Science and Technology,0.439,Q2
Frontiers in Photonics,0.439,Q2
Genomics and Informatics,0.439,Q2
Hispanic Journal of Behavioral Sciences,0.439,Q1
Japan Journal of Industrial and Applied Mathematics,0.439,Q2
Journal of Fire Sciences,0.439,Q2
Journal of Food Safety,0.439,Q2
Journal of Multicultural Counseling and Development,0.439,Q1
Journal of Music Therapy,0.439,Q1
Journal of Population Research,0.439,Q2
Journal of Poverty and Social Justice,0.439,Q2
Journal of the Brazilian Society of Mechanical Sciences and Engineering,0.439,Q2
Proceedings of the American Control Conference,0.439,-
Reproduction in Domestic Animals,0.439,Q2
Small Ruminant Research,0.439,Q2
Statistics,0.439,Q3
Studies in Communication and Media,0.439,Q1
VirusDisease,0.439,Q3
Water Conservation Science and Engineering,0.439,Q2
Annali dell'Istituto Superiore di Sanita,0.438,Q3
Arid Land Research and Management,0.438,Q2
Biomechanics (Switzerland),0.438,Q2
Clinical Pathology,0.438,Q3
Consulting Psychology Journal,0.438,Q3
ECONOMICS - Innovative and Economics Research Journal,0.438,Q2
Endocrine and Metabolic Science,0.438,Q3
International Journal of Nautical Archaeology,0.438,Q1
International Review of Social History,0.438,Q1
Iranian Endodontic Journal,0.438,Q2
Journal of Aerospace Technology and Management,0.438,Q2
Journal of Machine Engineering,0.438,Q2
Nursing Economics,0.438,Q2
Rehabilitation Research and Practice,0.438,Q2
School Science and Mathematics,0.438,Q1
Secularism and Nonreligion,0.438,Q1
Turkish Online Journal of Distance Education,0.438,Q2
Worldwide Hospitality and Tourism Themes,0.438,Q2
Advances in Public Health,0.437,Q3
Annals of Animal Science,0.437,Q2
Archives of Environmental and Occupational Health,0.437,Q2
Bioanalysis,0.437,Q2
British Journal of Learning Disabilities,0.437,Q2
British Poultry Science,0.437,Q2
Cardiology Research and Practice,0.437,Q3
Chemical Engineering Communications,0.437,Q2
Computation,0.437,Q2
Concurrency and Computation: Practice and Experience,0.437,Q2
Education for Primary Care,0.437,Q2
Eng,0.437,Q2
International Journal of Medical Education,0.437,Q3
Iranian Journal of Nursing and Midwifery Research,0.437,Q2
Journal of Accounting Education,0.437,Q2
Journal of Applied Aquaculture,0.437,Q2
Journal of Craniofacial Surgery,0.437,Q2
Journal of Ionic Liquids,0.437,Q2
Journal of Mid-Life Health,0.437,Q3
Journal of Research in Medical Sciences,0.437,Q3
Journal of Smoking Cessation,0.437,Q3
Journal of Sustainable Mining,0.437,Q2
Journal of VitreoRetinal Diseases,0.437,Q3
Marine Origin Petroleum Geology,0.437,Q2
Molecular Syndromology,0.437,Q3
New England Journal of Entrepreneurship,0.437,Q2
Open Life Sciences,0.437,Q2
Operations Research Letters,0.437,Q2
Oxford Journal of Archaeology,0.437,Q1
Preventing School Failure,0.437,Q2
RAIRO - Operations Research,0.437,Q3
Review of Radical Political Economics,0.437,Q1
Synlett,0.437,Q3
Women and Criminal Justice,0.437,Q1
ACSM's Health and Fitness Journal,0.436,Q2
Agricultural and Resource Economics Review,0.436,Q2
Al-Ahwal,0.436,Q1
American Indian and Alaska Native Mental Health Research,0.436,Q1
Aquatic Living Resources,0.436,Q2
Biophysics and Physicobiology,0.436,Q3
Canadian Review of Sociology,0.436,Q1
Clays and Clay Minerals,0.436,Q2
Cognitive and Behavioral Neurology,0.436,Q3
Indian Journal of Orthopaedics,0.436,Q3
International Journal of Aerospace Psychology,0.436,Q2
"International Journal of Computers, Communications and Control",0.436,Q3
International Journal of Healthcare Management,0.436,Q2
International Review of Sociology,0.436,Q2
Journal of Computational Geometry,0.436,Q2
Journal of Education for Business,0.436,Q2
Journal of Historical Syntax,0.436,Q1
Journal of Molecular Spectroscopy,0.436,Q3
Journal of Umm Al-Qura University for Engineering and Architecture,0.436,Q1
Journal of the American Academy of Psychiatry and the Law,0.436,Q3
Laboratory Medicine,0.436,Q3
Metrologia,0.436,Q2
Microelectronics Reliability,0.436,Q2
Nordic Journal of Nursing Research,0.436,Q2
Norwegian Archaeological Review,0.436,Q1
Oral and Maxillofacial Surgery Clinics of North America,0.436,Q2
Pakistan Journal of Medical Sciences,0.436,Q3
"Peace Economics, Peace Science and Public Policy",0.436,Q2
Physical Mesomechanics,0.436,Q2
Plant Biotechnology Reports,0.436,Q2
Risk Management and Insurance Review,0.436,Q3
Romanian Reports in Physics,0.436,Q2
Rural Educator,0.436,Q2
African Security,0.435,Q2
BMC Research Notes,0.435,Q3
Beilstein Journal of Nanotechnology,0.435,Q2
BioTechniques,0.435,Q3
Chemistry Teacher International,0.435,Q2
Clinical and Translational Discovery,0.435,Q3
Comprehensive Results in Social Psychology,0.435,Q3
Endocrine Regulations,0.435,Q3
Ensaio,0.435,Q2
Environment and Urbanization ASIA,0.435,Q2
Fat Studies,0.435,Q1
International Journal of Aeroacoustics,0.435,Q2
Journal of Flow Chemistry,0.435,Q2
Journal of Place Management and Development,0.435,Q2
Journal of Robotics and Control (JRC),0.435,Q2
Lobachevskii Journal of Mathematics,0.435,Q2
Mining Informational and Analytical Bulletin,0.435,Q2
OMICS A Journal of Integrative Biology,0.435,Q3
Revista Argentina de Microbiologia,0.435,Q3
Sexuality and Disability,0.435,Q2
South Asia Research,0.435,Q1
"Surgical Laparoscopy, Endoscopy and Percutaneous Techniques",0.435,Q2
Transnational Corporations Review,0.435,Q2
VideoGIE,0.435,Q3
Advances in Science and Technology of Water Resources,0.434,Q2
Ampersand,0.434,Q1
Babel,0.434,Q1
Bulletin of the Australian Mathematical Society,0.434,Q2
CVIR Endovascular,0.434,Q3
Contemporary Southeast Asia,0.434,Q1
Electronic Journal of Qualitative Theory of Differential Equations,0.434,Q2
Ethnobotany Research and Applications,0.434,Q1
Food Additives and Contaminants,0.434,Q2
GERMS,0.434,Q3
Global Responsibility to Protect,0.434,Q2
IEEE Embedded Systems Letters,0.434,Q2
Journal of Analytical Methods in Chemistry,0.434,Q2
Journal of Deliberative Democracy,0.434,Q2
Journal of Graph Algorithms and Applications,0.434,Q2
Journal of Molluscan Studies,0.434,Q2
Journal of Pharmacy Technology,0.434,Q2
Journal of Smooth Muscle Research,0.434,Q3
Management of Biological Invasions,0.434,Q2
Matematica,0.434,Q2
Materials Research Express,0.434,Q2
New Research of Tuva,0.434,Q1
Palliative Medicine Reports,0.434,Q2
Pediatric Physical Therapy,0.434,Q2
Plant Molecular Biology Reporter,0.434,Q2
Reference Librarian,0.434,Q2
Si Somos Americanos,0.434,Q1
Studies in Art Education,0.434,Q1
Transfusion Medicine,0.434,Q3
Translator,0.434,Q1
Wiener Medizinische Wochenschrift,0.434,Q3
African Geographical Review,0.433,Q2
Applied Economic Analysis,0.433,Q2
China Law and Society Review,0.433,Q1
Complexity,0.433,Q1
Engineering Economics,0.433,Q2
Fixed Point Theory,0.433,Q2
IEEE Security and Privacy,0.433,Q1
International Heart Journal,0.433,Q3
International Journal of Community Well-Being,0.433,Q2
International Journal of Optimization and Control: Theories and Applications,0.433,Q2
International Journal of Periodontics and Restorative Dentistry,0.433,Q2
International Journal of Space Structures,0.433,Q1
Journal of Computational Mathematics and Data Science,0.433,Q2
Journal of Extra-Corporeal Technology,0.433,Q2
Journal of Geoscience Education,0.433,Q2
Journal of Homotopy and Related Structures,0.433,Q3
Journal of Neuro-Ophthalmology,0.433,Q3
Magnetochemistry,0.433,Q2
MedComm - Oncology,0.433,Q3
Nurse Researcher,0.433,Q3
Studies in Fungi,0.433,Q2
Text and Talk,0.433,Q1
Acta Parasitologica,0.432,Q3
B.E. Journal of Macroeconomics,0.432,Q3
Euphytica,0.432,Q2
Fluids,0.432,Q2
Geology Today,0.432,Q2
Horticulture Journal,0.432,Q2
"IET Radar, Sonar and Navigation",0.432,Q2
Innovations: Technology and Techniques in Cardiothoracic and Vascular Surgery,0.432,Q2
